what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"nl_NL",1295449606349
processors,sysinfo,,,"2",1295449606349
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1295449606349
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1295449606349
java.specification.name,sysinfo,,,"Java Platform API Specification",1295449606349
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295449606349
java.specification.version,sysinfo,,,"1.6",1295449606349
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1295449606349
java.version,sysinfo,,,"1.6.0_17",1295449606349
java.vm.info,sysinfo,,,"mixed mode, sharing",1295449606349
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1295449606349
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1295449606349
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295449606349
java.vm.specification.version,sysinfo,,,"1.0",1295449606349
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1295449606349
java.vm.version,sysinfo,,,"14.3-b01",1295449606349
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295449606365
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1295449606365
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.monitor.ui",1295449606474
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295449609021
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295449624600
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.ide.ant",1295449643256
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1295449643256
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1295449643272
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1295449644085
